Team,Player,No,Position,Yr,Ht,Wt,DOB,Hometown,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,Season
Boston College,Edward Emery,0,Defensemen,,-,0,,"Arlington, Mass.",0,,,,,,1954
Boston College,Paul Bilafer,0,Forwards,,-,0,,"Arlington, Mass.",0,,,,,,1954
Boston College,Edward Carroll,0,Forwards,,-,0,,"Arlington, Mass.",0,,,,,,1954
Boston College,Joseph Celeta,0,Forwards,,-,0,,"Roslindale, Mass.",0,,,,,,1954
Boston College,Dick Dempsey,0,Forwards,,-,0,6/7/1931,"Quincy, Mass.",0,,,,,,1954
Boston College,William Donlan,0,Forwards,,-,0,,"Brighton, Mass.",0,,,,,,1954
Boston College,Donald Fox,0,Forwards,,-,0,,"Newton, Mass.",0,,,,,,1954
Boston College,Richard Gagliardi,0,Forwards,,-,0,9/20/1933,"Hamden, Conn.",0,,,,,,1954
Boston College,Bill Leary,0,Forwards,,-,0,,"Arlington, Mass.",0,,,,,,1954
Boston College,Carl Marino,0,Forwards,,-,0,,"Hamden, Conn.",0,,,,,,1954
Boston College,Richard Michaud,0,Forwards,,-,0,10/15/1935,"Amesbury, Mass.",0,,,,,,1954
Boston College,Joe Moylan,0,Forwards,,-,0,,"East Walpole, Mass.",0,,,,,,1954
Boston College,Francis Quinn,0,Forwards,,-,0,,"Melrose, Mass.",0,,,,,,1954
Boston College,Paul Sheehy,0,Forwards,,-,0,,"South Boston, Mass.",0,,,,,,1954
Boston College,James Tiernan,0,Forwards,,-,0,,"Providence, R.I.",0,,,,,,1954
Boston College,Paul Carey,0,Goaltenders,,-,0,,"West Roxbury, Mass.",0,,,,,,1954
Boston College,Charles D'Entremont,0,Goaltenders,,-,0,,"Stoneham, Mass.",0,,,,,,1954
Harvard,Douglas Manchester,0,Defensemen,,-,0,,,0,,,,,,1954
Harvard,Edward Almy,0,Defensemen,,-,0,,,0,,,,,,1954
Harvard,Mario Celi,0,Defensemen,,-,0,3/7/1934,"Boston, Mass.",0,,,,,,1954
Harvard,Woody Harris,0,Defensemen,,-,0,,,0,,,,,,1954
Harvard,Les Stevens,0,Defensemen,,-,0,,,0,,,,,,1954
Harvard,Peter Summers,0,Defensemen,,-,0,,,0,,,,,,1954
Harvard,Richard Allen,0,Forwards,,-,0,,,0,,,,,,1954
Harvard,Edward Bliss,0,Forwards,,-,0,,,0,,,,,,1954
Harvard,Bill Cleary,0,Forwards,,5-10,174,8/19/1934,"Cambridge, Mass.",70,,,,,,1954
Harvard,Scott Cooledge III,0,Forwards,,-,0,,"Arlington, Mass.",0,,,,,,1954
Harvard,Edward Cooney,0,Forwards,,-,0,,,0,,,,,,1954
Harvard,Joseph Crehore,0,Forwards,,5-10,170,,"Wenham, Mass.",70,,,,,,1954
Harvard,Jack Hennessy,0,Forwards,,-,0,,,0,,,,,,1954
Harvard,Alex Kalil,0,Forwards,,-,0,,"Cornwall, Ont.",0,,,,,,1954
Harvard,Francis Mahoney,0,Forwards,,-,0,,"Neponset, Mass.",0,,,,,,1954
Harvard,Frederick Nicholas,0,Forwards,,-,0,,,0,,,,,,1954
Harvard,Arthur Noyes,0,Forwards,,-,0,,,0,,,,,,1954
Harvard,Terry O'Malley,0,Forwards,,-,0,12/16/1936,"St. Catharines, Ont.",0,,,,,,1954
Harvard,John Stimpson,0,Forwards,,-,0,,,0,,,,,,1954
Harvard,Albert Wells II,0,Forwards,,-,0,,,0,,,,,,1954
Harvard,Thomas Worthen,0,Forwards,,-,0,,,0,,,,,,1954
Harvard,James Bailey III,0,Goaltenders,,-,0,,,0,,,,,,1954
Harvard,Bob Connors,0,Goaltenders,,-,0,,,0,,,,,,1954
Harvard,Charles Flynn,0,Goaltenders,,-,0,1/31/1934,"Boston, Mass.",0,,,,,,1954
Harvard,Dick Hubbell,0,Goaltenders,,-,0,,,0,,,,,,1954
Boston University,Bob Buell,0,Forwards,,-,0,4/23/1931,"Wellesley, Mass.",0,,,,,,1954
Boston University,John Burns,0,Forwards,Sr,-,0,,"Boston,",0,,,,,,1954
Boston University,Bob Crocker,0,Forwards,,-,0,8/3/1928,"Boston, Mass.",0,,,,,,1954
Boston University,Len Driscoll,0,Forwards,,-,0,,,0,,,,,,1954
Boston University,Thomas Dwyer,0,Forwards,,-,0,,,0,,,,,,1954
Boston University,David Maddison,0,Forwards,,-,0,,,0,,,,,,1954
Boston University,Mike Manning,0,Forwards,,5-10,141,,"Medford, Mass.",70,,,,,,1954
Boston University,Dick McAdoo,0,Forwards,,-,0,,,0,,,,,,1954
Boston University,John McComb,0,Forwards,,-,0,,,0,,,,,,1954
Boston University,Doug Mitchell,0,Forwards,,-,0,,,0,,,,,,1954
Boston University,John Murphy,0,Forwards,Jr,-,0,,,0,,,,,,1954
Boston University,Joe Quinn,0,Forwards,,5-10,170,,"Somerville, Mass.",70,,,,,,1954
Boston University,Joe Tellier,0,Forwards,,-,0,,,0,,,,,,1954
Boston University,Don Aiken,0,Goaltenders,,5-11,165,1/1/1932,"Arlington, Mass.",71,,,,,,1954
Boston University,Edward Hart,0,Goaltenders,,-,0,,,0,,,,,,1954
Michigan,Neil Buchanan,0,Defensemen,,-,0,,"Sault Ste. Marie, Ont.",0,,,,,,1954
Michigan,Mike Buchanan,0,Defensemen,,6-3,0,3/1/1932,"Sault Ste. Marie, Ont.",75,,,,,,1954
Michigan,Bernard Hanna,0,Defensemen,So,-,179,,"Calgary, Alb.",0,,,,,,1954
Michigan,Robert Pitts,0,Defensemen,So,-,181,,"Castlegar, B.C.",0,,,,,,1954
Michigan,Robert Schiller,0,Defensemen,So,-,185,,"Windsor, Ont.",0,,,,,,1954
Michigan,Morley Chin,0,Forwards,,-,146,,"Lucknow, Ont.",0,,,,,,1954
Michigan,Baden Cosby,0,Forwards,,-,154,4/10/1935,"Gravenhurst, Ont.",0,,,,,,1954
Michigan,Richard Dunnigan,0,Forwards,So,-,134,,"Edmonton, Alb.",0,,,,,,1954
Michigan,Jay Gould,0,Forwards,,-,0,,"Kirkland Lake, Ont.",0,,,,,,1954
Michigan,Yves Hebert,0,Forwards,,-,150,,"Montreal, Que.",0,,,,,,1954
Michigan,Jerry Karpinka,0,Forwards,So,-,170,,"Edmonton, Alb.",0,,,,,,1954
Michigan,Donald Kennedy,0,Forwards,,-,0,,"Wilmette, Ill.",0,,,,,,1954
Michigan,Bill MacFarland,0,Forwards,Jr,6-1,190,4/4/1932,"Toronto, Ont.",73,,,,,,1954
Michigan,David Maxwell,0,Forwards,,-,165,,"Toronto, Ont.",0,,,,,,1954
Michigan,Neil McDonald,0,Forwards,Fr,-,165,8/13/1938,"Preston, Ont.",0,,,,,,1954
Michigan,Donald McIntosh,0,Forwards,Fr,-,174,,"Toronto, Ont.",0,,,,,,1954
Michigan,Thomas Rendall,0,Forwards,So,-,154,8/11/1933,"Winnipeg, Man.",0,,,,,,1954
Michigan,Ed Switzer,0,Forwards,Fr,-,161,6/20/1934,"Toronto, Ont.",0,,,,,,1954
Michigan,Lorne Howes,0,Goaltenders,So,-,161,,"Kirkland Lake, Ont.",0,,,,,,1954
